abstract_num,title,cluster_label,mentions,mention_count
35,Enhancing Human-in-the-Loop Adaptive Systems through Digital Twins and VR Interfaces,[singleton] existing human-in-the-loop adaptation approaches,existing human-in-the-loop adaptation approaches,1
35,Enhancing Human-in-the-Loop Adaptive Systems through Digital Twins and VR Interfaces,[singleton] a self-adaptive system and its respective context,a self-adaptive system and its respective context,1
35,Enhancing Human-in-the-Loop Adaptive Systems through Digital Twins and VR Interfaces,[singleton] a virtual environment,a virtual environment,1
35,Enhancing Human-in-the-Loop Adaptive Systems through Digital Twins and VR Interfaces,[singleton] the physical entities of the real world,the physical entities of the real world,1
35,Enhancing Human-in-the-Loop Adaptive Systems through Digital Twins and VR Interfaces,[singleton] a procedural control,a procedural control,1
35,Enhancing Human-in-the-Loop Adaptive Systems through Digital Twins and VR Interfaces,[singleton] a declarative control,a declarative control,1
35,Enhancing Human-in-the-Loop Adaptive Systems through Digital Twins and VR Interfaces,[singleton] the goal state,the goal state,1
35,Enhancing Human-in-the-Loop Adaptive Systems through Digital Twins and VR Interfaces,[singleton] an AI planner,an AI planner,1
35,Enhancing Human-in-the-Loop Adaptive Systems through Digital Twins and VR Interfaces,[singleton] an autonomic robot system,an autonomic robot system,1
35,Enhancing Human-in-the-Loop Adaptive Systems through Digital Twins and VR Interfaces,[self-reference],we; we; we; we; We; our,6
36,Transferring GANs: generating images from limited data,the practice of transferring pretrained knowledge by finetuning,a widely used practice; this practice,2
36,Transferring GANs: generating images from limited data,pretrained networks,pretrained networks; pretrained networks,2
36,Transferring GANs: generating images from limited data,domain adaptation,domain adaptation applied to image generation with generative adversarial networks; domain adaptation,2
36,Transferring GANs: generating images from limited data,conditional GANs,conditional GANs; conditional GANs,2
36,Transferring GANs: generating images from limited data,Our results,Our results; Our results,2
36,Transferring GANs: generating images from limited data,[singleton] finetuning,finetuning,1
36,Transferring GANs: generating images from limited data,[singleton] discriminative models,discriminative models,1
36,Transferring GANs: generating images from limited data,[singleton] generative deep networks,generative deep networks,1
36,Transferring GANs: generating images from limited data,[singleton] the impact of target domain size,the impact of target domain size,1
36,Transferring GANs: generating images from limited data,[singleton] the relative distance between source and target domain,the relative distance between source and target domain,1
36,Transferring GANs: generating images from limited data,[singleton] the convergence time,the convergence time,1
36,Transferring GANs: generating images from limited data,[singleton] the quality of the generated images,the quality of the generated images,1
36,Transferring GANs: generating images from limited data,[singleton] the target data,the target data,1
36,Transferring GANs: generating images from limited data,[singleton] these conclusions,these conclusions,1
36,Transferring GANs: generating images from limited data,[singleton] the pretrained model,the pretrained model,1
36,Transferring GANs: generating images from limited data,[singleton] density,density,1
36,Transferring GANs: generating images from limited data,[singleton] diversity,diversity,1
36,Transferring GANs: generating images from limited data,[singleton] a dataset with one or few densely sampled classes,a dataset with one or few densely sampled classes,1
36,Transferring GANs: generating images from limited data,[singleton] a better source model,a better source model,1
36,Transferring GANs: generating images from limited data,[singleton] ImageNet,ImageNet,1
36,Transferring GANs: generating images from limited data,[singleton] Places,Places,1
36,Transferring GANs: generating images from limited data,[self-reference],our; we; We; We,4
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,the target domain,the unsupervised target domain; the target domain; the target domain,3
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,deep learning,deep learning; deep learning,2
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,Riemannian manifold learning framework,a Riemannian manifold learning framework; this method; the proposal; consistent manifold learning framework,4
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,probabilistic discriminant criterion,a probabilistic discriminant criterion; this criterion,2
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,global approximation scheme,a global approximation scheme; such approximation,2
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,the manifold metric alignment,The manifold metric alignment; the alignment,2
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,the first issue,First; the first problem,2
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,the second issue,Second; the second issue,2
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,[singleton] Unsupervised domain adaptation,Unsupervised domain adaptation,1
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,[singleton] the source domain,the source domain,1
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,[singleton] adversarial strategy,adversarial strategy,1
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,[singleton] two issues to be further explored,two issues to be further explored,1
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,[singleton] the hard-assigned pseudo labels,the hard-assigned pseudo labels,1
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,[singleton] the intrinsic data structure,the intrinsic data structure,1
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,[singleton] the batch-wise training manner,the batch-wise training manner,1
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,[singleton] the global structure,the global structure,1
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,[singleton] soft labels,soft labels,1
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,[singleton] the embedding space,the embedding space,1
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,[singleton] A theoretical error bound,A theoretical error bound,1
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,[singleton] Extensive experiments,Extensive experiments,1
37,Unsupervised Domain Adaptation via Discriminative Manifold Embedding and Alignment,[singleton] the comparison study,the comparison study,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,the domain generalisation problem,the domain generalisation problem; it,2
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,the worst-case target domain,the worst-case target domain; that worst-case domain,2
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,the model being adapted,a model; the model,2
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,the model hypothesis space,the model hypothesis space; the model hypothesis space,2
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,maximum classifier discrepancy (MCD),the maximum classifier discrepancy principle; MCD,2
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] a domain adaptation task,a domain adaptation task,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] Fourier amplitude images,Fourier amplitude images,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] source domain phase images,source domain phase images,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] signal processing,signal processing,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] amplitude spectra,amplitude spectra,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] image style,image style,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] phase data,phase data,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] image semantics,image semantics,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] a worst-case domain for adaptation,a worst-case domain for adaptation,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] the classifier,the classifier,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] the amplitude generator,the amplitude generator,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] the target domain performance,the target domain performance,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] the discrepancy of classifiers,the discrepancy of classifiers,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] Bayesian hypothesis modeling,Bayesian hypothesis modeling,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] a posterior distribution over classifiers,a posterior distribution over classifiers,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] the source domains,the source domains,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] the DomainBed benchmark,the DomainBed benchmark,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] the large-scale DomainNet dataset,the large-scale DomainNet dataset,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] the proposed approach,the proposed approach,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[singleton] the state-of-the-art,the state-of-the-art,1
38,Domain Generalisation via Domain Adaptation: An Adversarial Fourier Amplitude Approach,[self-reference],We; we; we; we; we; we,6
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,Deep topological data analysis (TDA),Deep topological data analysis; it; TDA,3
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,threshold-based binarisation,thresholdbased binarisation; which,2
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,TopoOT,TopoOT; a topology-aware optimal transport framework; TopoOT,3
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,Optimal Transport Chaining,Optimal Transport Chaining; which,2
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,persistence diagrams (PDs),multi-filtration persistence diagrams; PDs,2
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] anomaly segmentation,anomaly segmentation,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] brittle masks,brittle masks,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] distribution shift,distribution shift,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] test-time adaptation,test-time adaptation,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] geodesic stability scores,geodesic stability scores,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] These stabilityaware pseudo-labels,These stabilityaware pseudo-labels,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] a lightweight head,a lightweight head,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] OT-consistency and contrastive objectives,OT-consistency and contrastive objectives,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] domain shift,domain shift,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] standard 2D and 3D anomaly detection benchmarks,standard 2D and 3D anomaly detection benchmarks,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] state-of-the-art performance,state-of-the-art performance,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] the most competitive methods,the most competitive methods,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] mean F1,mean F1,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] 2D datasets,2D datasets,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[singleton] 3D AS benchmarks,3D AS benchmarks,1
39,Test-Time Adaptation for Anomaly Segmentation via Topology-Aware Optimal Transport Chaining,[self-reference],We; Our,2
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,Source-Free Unsupervised Domain Adaptation,This task; Source-Free Unsupervised Domain Adaptation,2
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,target domain,a target domain; the target domain; the target domain,3
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,DRIVE,DRIVE; a novel SFUDA framework leveraging a dual-model architecture; DRIVE,3
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,the two models of DRIVE,The two models; the models,2
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,the model being adapted,the model focuses on reliable data; the model to explore a broader range,2
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,the first stage,the first aligns the models; the first stage,2
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] labeled data,labeled data,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] source data,source data,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] medical imaging,medical imaging,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] autonomous driving,autonomous driving,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] remote sensing,remote sensing,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] a pre-trained model,a pre-trained model,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] unlabeled target data,unlabeled target data,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] Existing SFUDA methods,Existing SFUDA methods,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] single-model architectures,single-model architectures,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] One model,One model,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] projection gradient descent,projection gradient descent,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] mutual information,mutual information,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] high-uncertainty regions,high-uncertainty regions,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] an entropy-aware pseudo-labeling strategy,an entropy-aware pseudo-labeling strategy,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] prediction uncertainty,prediction uncertainty,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] The adaptation process,The adaptation process,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] two stages,two stages,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] a mutual information consistency loss,a mutual information consistency loss,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] the perturbation level,the perturbation level,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] standard SFUDA benchmarks,standard SFUDA benchmarks,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] previous methods,previous methods,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[singleton] complex target domains,complex target domains,1
40,DRIVE: Dual-Robustness via Information Variability and Entropic Consistency in Source-Free Unsupervised Domain Adaptation,[self-reference],we; We,2
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,Domain Adaptation (DA),Domain Adaptation; DA; DA,3
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,the source and target domains,the source and target domains; the source and target domains,2
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,Population Correlation (PC),a new similarity function; Population Correlation; the PC function,3
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,Domain Adaptation by Maximizing Population Correlation (DAMPC),Domain Adaptation by Maximizing Population Correlation; DAMPC.,2
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,DAMPC with Neural Architecture Search (DAMPC-NAS),DAMPC with Neural Architecture Search; the proposed DAMPC-NAS method,2
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] the feature distributions,the feature distributions,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] various distance based methods,various distance based methods,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] the discrepancy,the discrepancy,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] the domain shift,the domain shift,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] the domain discrepancy,the domain discrepancy,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] a domain-invariant feature representation,a domain-invariant feature representation,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] most existing DA methods,most existing DA methods,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] hand-crafted bottleneck networks,hand-crafted bottleneck networks,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] the capacity and flexibility of the corresponding model,the capacity and flexibility of the corresponding model,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] the optimal network architecture,the optimal network architecture,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] several benchmark datasets,several benchmark datasets,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] Office-31,Office-31,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] Office-Home,Office-Home,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] VisDA-2017,VisDA-2017,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[singleton] state-of-the-art DA methods,state-of-the-art DA methods,1
41,Domain Adaptation by Maximizing Population Correlation with Neural Architecture Search,[self-reference],we; we; we,3
42,Box Pose and Shape Estimation and Domain Adaptation for Large-Scale Warehouse Automation,self-supervised domain adaptation pipeline,a self-supervised domain adaptation pipeline; a correct-and-certify pipeline for self-supervised box pose and shape estimation; our approach; The self-supervised model,4
42,Box Pose and Shape Estimation and Domain Adaptation for Large-Scale Warehouse Automation,[singleton] Modern warehouse automation systems,Modern warehouse automation systems,1
42,Box Pose and Shape Estimation and Domain Adaptation for Large-Scale Warehouse Automation,[singleton] fleets of intelligent robots,fleets of intelligent robots,1
42,Box Pose and Shape Estimation and Domain Adaptation for Large-Scale Warehouse Automation,[singleton] This paper,This paper,1
42,Box Pose and Shape Estimation and Domain Adaptation for Large-Scale Warehouse Automation,"[singleton] real-world, unlabeled data","real-world, unlabeled data",1
42,Box Pose and Shape Estimation and Domain Adaptation for Large-Scale Warehouse Automation,[singleton] perception models,perception models,1
42,Box Pose and Shape Estimation and Domain Adaptation for Large-Scale Warehouse Automation,[singleton] manual annotations,manual annotations,1
42,Box Pose and Shape Estimation and Domain Adaptation for Large-Scale Warehouse Automation,[singleton] the pose and shape of boxes,the pose and shape of boxes,1
42,Box Pose and Shape Estimation and Domain Adaptation for Large-Scale Warehouse Automation,"[singleton] a large-scale real-world dataset of 50,000 images","a large-scale real-world dataset of 50,000 images",1
42,Box Pose and Shape Estimation and Domain Adaptation for Large-Scale Warehouse Automation,[singleton] models trained solely in simulation,models trained solely in simulation,1
42,Box Pose and Shape Estimation and Domain Adaptation for Large-Scale Warehouse Automation,[singleton] a zero-shot 3D bounding box estimation baseline,a zero-shot 3D bounding box estimation baseline,1
42,Box Pose and Shape Estimation and Domain Adaptation for Large-Scale Warehouse Automation,[self-reference],Our; our; We,3
43,Quantization based Bounds on the Wasserstein Metric,the Wasserstein metric,The Wasserstein metric; its; it; the Wasserstein metric; the Wasserstein metric,5
43,Quantization based Bounds on the Wasserstein Metric,entropy-regularized optimal transport,entropy-regularized optimal transport; entropy-regularized OT,2
43,Quantization based Bounds on the Wasserstein Metric,the proposed approximation approach,our approach; our methods,2
43,Quantization based Bounds on the Wasserstein Metric,[singleton] generative modeling,generative modeling,1
43,Quantization based Bounds on the Wasserstein Metric,[singleton] image retrieval,image retrieval,1
43,Quantization based Bounds on the Wasserstein Metric,[singleton] domain adaptation,domain adaptation,1
43,Quantization based Bounds on the Wasserstein Metric,[singleton] downsampling,downsampling,1
43,Quantization based Bounds on the Wasserstein Metric,[singleton] subsampling,subsampling,1
43,Quantization based Bounds on the Wasserstein Metric,[singleton] discrete measures on regular grids,discrete measures on regular grids,1
43,Quantization based Bounds on the Wasserstein Metric,[singleton] a Kantorovich problem,a Kantorovich problem,1
43,Quantization based Bounds on the Wasserstein Metric,[singleton] a coarse grid,a coarse grid,1
43,Quantization based Bounds on the Wasserstein Metric,[singleton] a quantized measure,a quantized measure,1
43,Quantization based Bounds on the Wasserstein Metric,[singleton] specially designed cost matrix,specially designed cost matrix,1
43,Quantization based Bounds on the Wasserstein Metric,[singleton] an upscaling and correction stage,an upscaling and correction stage,1
43,Quantization based Bounds on the Wasserstein Metric,[singleton] the full-resolution inputs,the full-resolution inputs,1
43,Quantization based Bounds on the Wasserstein Metric,[singleton] the DOTmark optimal transport images benchmark,the DOTmark optimal transport images benchmark,1
43,Quantization based Bounds on the Wasserstein Metric,[singleton] the approximation error,the approximation error,1
43,Quantization based Bounds on the Wasserstein Metric,[self-reference],we; our; We; our,4
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,the self-supervised 2D/3D registration framework,a self-supervised 2D/3D registration framework; Our framework,2
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,the domain gap,the domain gap; the domain gap,2
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,paired annotated datasets,paired annotated datasets; paired annotated datasets,2
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,simulated X-ray projections,simulated X-ray projections from CT volumes; simulated X-ray projections,2
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,real X-ray images,real X-ray images; real X-ray images,2
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,success ratio,a high success ratio of 90.1%; success ratio,2
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,[singleton] Deep Learning based 2D/3D registration,Deep Learning based 2D/3D registration,1
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,[singleton] large annotated paired datasets,large annotated paired datasets,1
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,[singleton] paired CT volume and X-ray images with ground truth registration,paired CT volume and X-ray images with ground truth registration,1
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,[singleton] interventional scenarios,interventional scenarios,1
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,[singleton] Deep Neural Networks,Deep Neural Networks,1
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,[singleton] unsupervised feature and pixel space domain adaptation,unsupervised feature and pixel space domain adaptation,1
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,[singleton] a registration accuracy of mm,a registration accuracy of mm,1
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,[singleton] reference annotation-free algorithms,reference annotation-free algorithms,1
44,Self-Supervised 2D/3D Registration for X-Ray to CT Image Fusion,[self-reference],We; Our,2
45,Multi-Task Domain Adaptation for Language Grounding with 3D Objects,DA4LG,a novel method called Domain Adaptation for Language Grounding (DA4LG) with 3D objects; the proposed DA4LG; DA4LG competitively performs; DA4LG achieves state-of-the-art performance; performance of DA4LG,5
45,Multi-Task Domain Adaptation for Language Grounding with 3D Objects,existing works on object-level language grounding,The existing works on object-level language grounding with 3D objects; they,2
45,Multi-Task Domain Adaptation for Language Grounding with 3D Objects,[singleton] the off-the-shelf pre-trained models,the off-the-shelf pre-trained models,1
45,Multi-Task Domain Adaptation for Language Grounding with 3D Objects,[singleton] viewpoint selection,viewpoint selection,1
45,Multi-Task Domain Adaptation for Language Grounding with 3D Objects,[singleton] geometric priors,geometric priors,1
45,Multi-Task Domain Adaptation for Language Grounding with 3D Objects,[singleton] the cross-modal representation of language-vision alignment,the cross-modal representation of language-vision alignment,1
45,Multi-Task Domain Adaptation for Language Grounding with 3D Objects,[singleton] a visual adapter module with multi-task learning,a visual adapter module with multi-task learning,1
45,Multi-Task Domain Adaptation for Language Grounding with 3D Objects,[singleton] comprehensive multimodal feature representation,comprehensive multimodal feature representation,1
45,Multi-Task Domain Adaptation for Language Grounding with 3D Objects,[singleton] the single-view setting,the single-view setting,1
45,Multi-Task Domain Adaptation for Language Grounding with 3D Objects,[singleton] multi-view setting,multi-view setting,1
45,Multi-Task Domain Adaptation for Language Grounding with 3D Objects,[singleton] the language grounding benchmark SNARE,the language grounding benchmark SNARE,1
45,Multi-Task Domain Adaptation for Language Grounding with 3D Objects,[singleton] The simulation experiments,The simulation experiments,1
45,Multi-Task Domain Adaptation for Language Grounding with 3D Objects,[singleton] the existing methods,the existing methods,1
45,Multi-Task Domain Adaptation for Language Grounding with 3D Objects,[self-reference],we,1
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,Contrastive Language-Image Pretraining (CLIP),Contrastive Language-Image Pretraining; CLIP; CLIP; CLIP; CLIP,5
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,domain generalization (DG),domain generalization; DG; DG; DG; domain generalization,5
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,domain adaptation (DA),domain adaptation; DA; DA; DA; adaptation,5
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,this survey,this review; This survey; this survey; this work,4
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,[singleton] model robustness,model robustness,1
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,[singleton] zero-shot capabilities,zero-shot capabilities,1
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,[singleton] unseen domains,unseen domains,1
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,[singleton] prompt learning,prompt learning,1
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,[singleton] a backbone,a backbone,1
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,[singleton] source-available methods utilizing labeled source data,source-available methods utilizing labeled source data,1
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,[singleton] source-free approaches primarily based on target domain data,source-free approaches primarily based on target domain data,1
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,[singleton] knowledge transfer mechanisms,knowledge transfer mechanisms,1
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,[singleton] overfitting,overfitting,1
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,[singleton] domain diversity,domain diversity,1
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,[singleton] computational efficiency,computational efficiency,1
